text_id,grievance,offense_tag
2186,A student lodged a complaint about their classmate stealing maintenance tools from storage facilities over the long weekend.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2187,A faculty member complained about a burglary during the holidays in which laptops were stolen from campus offices.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2188,A staff member reported a theft over the weekend in which computers and equipment were stolen from the department premises.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2189,A student lodged a complaint about their classmate stealing electronic equipment from computer laboratories over the long weekend.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2190,A faculty member complained about a robbery during the holidays in which computers were stolen from campus offices and laboratories.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2191,A staff member reported a theft over the long weekend in which office equipment was stolen from the premises.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2192,A student lodged a complaint about their classmate stealing laboratory equipment over the holidays.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2193,A faculty member complained about a break-in over the long weekend in which computers were stolen from campus offices.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2194,A staff member reported a burglary during the holidays in which office equipment was stolen from the premises.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2195,A student lodged a complaint about their classmate stealing electronic equipment from computer laboratories over the weekend.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2196,A faculty member complained about a robbery over the long weekend in which laptops were stolen from campus offices.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2197,A staff member reported a theft during the holidays in which valuables were stolen from administrative offices.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2198,A student lodged a complaint about their classmate stealing laboratory equipment from science labs over the weekend.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2199,A faculty member complained about a break-in over the long weekend in which computers were stolen from laboratories and offices.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2200,A staff member reported a theft during the holidays in which office furniture and equipment were stolen from the premises.,"13.31 Burglary, robbery or other serious acts of thievery of any property owned by the University or property inside the campus owned by any member of the University community."
2201,A student lodged a complaint about being subjected to humiliating hazing activities by their classmates as part of an initiation.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2202,A faculty member reported witnessing degrading hazing activities inflicted on new members by a student organization outside campus.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2203,A student lodged a complaint about being forced to undergo humiliating initiation rites by their classmates to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2204,A faculty member reported witnessing new students being subjected to degrading hazing activities by seniors outside campus.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2205,A student lodged a complaint about being made to undergo humiliating initiation rites involving physical discomfort to gain entry into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2206,A faculty member reported witnessing demeaning hazing activities inflicted on new recruits by a student organization near campus.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2207,A student lodged a complaint about being subjected to degrading initiation rites involving physical discomfort by seniors.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2208,A faculty member reported witnessing new recruits subjected to humiliating hazing activities by a student organization near campus.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2209,A student lodged a complaint about being forced to do humiliating activities causing physical discomfort to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2210,A faculty member reported witnessing degrading hazing activities inflicted on new members by a student organization outside campus.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2211,A student lodged a complaint about being made to undergo humiliating initiation rites to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2212,A faculty member reported witnessing new recruits subjected to demeaning hazing activities near campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2213,A student lodged a complaint about being subjected to humiliating initiation rites involving physical discomfort to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2214,A faculty member reported witnessing new members subjected to degrading hazing activities outside campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2215,A student lodged a complaint about being forced to undergo humiliating initiation rites to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2216,A faculty member reported witnessing recruits subjected to demeaning hazing activities outside campus by seniors of a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2217,A student lodged a complaint about being made to undergo degrading initiation rites involving physical discomfort to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2218,A faculty member reported witnessing new members subjected to humiliating hazing activities near campus by seniors of a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2219,A student lodged a complaint about being subjected to demeaning initiation rites involving discomfort to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2220,A faculty member reported witnessing new recruits subjected to degrading hazing activities near campus by seniors of a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2221,A student lodged a complaint about being made to undergo humiliating initiation rites to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2222,A faculty member reported witnessing new members forced to undergo degrading hazing activities outside campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2223,A student lodged a complaint about being subjected to humiliating initiation rites involving discomfort to gain entry into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2224,A faculty member reported witnessing new recruits subjected to demeaning hazing activities by seniors of a student organization outside campus.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2225,A student lodged a complaint about being made to undergo degrading initiation rites to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2226,A faculty member reported witnessing new members subjected to humiliating hazing activities near campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2227,A student lodged a complaint about being forced to undergo demeaning initiation rites causing discomfort to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2228,A faculty member reported witnessing recruits subjected to humiliating hazing activities outside campus by seniors of a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2229,A student lodged a complaint about being made to undergo degrading initiation rites causing discomfort to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2230,A faculty member reported witnessing new recruits forced to undergo humiliating hazing activities near campus by seniors of a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2231,A student lodged a complaint about being subjected to degrading initiation rites to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2232,A faculty member reported witnessing new members subjected to humiliating hazing activities outside campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2233,A student lodged a complaint about being made to undergo humiliating initiation rites causing discomfort to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2234,A faculty member reported witnessing recruits forced to undergo demeaning hazing activities outside campus by seniors of a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2235,A student lodged a complaint about being subjected to degrading initiation rites involving discomfort to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2236,A faculty member reported witnessing new members forced to undergo humiliating hazing activities outside campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2237,A student lodged a complaint about being made to undergo degrading initiation rites to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2238,A faculty member reported witnessing new recruits subjected to humiliating hazing activities near campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2239,A student lodged a complaint about being subjected to demeaning initiation rites involving discomfort to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2240,A faculty member reported witnessing recruits subjected to degrading hazing activities outside campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2241,A student lodged a complaint about being made to undergo humiliating initiation rites involving discomfort to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2242,A faculty member reported witnessing new members subjected to humiliating hazing activities by a student organization outside campus.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2243,A student lodged a complaint about being forced to undergo degrading initiation rites to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2244,A faculty member reported witnessing new recruits forced to undergo demeaning hazing activities outside campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2245,A student lodged a complaint about being made to undergo humiliating initiation rites to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2246,A faculty member reported witnessing new members subjected to humiliating hazing activities outside campus by seniors of a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2247,A student lodged a complaint about being subjected to degrading initiation rites involving discomfort to be accepted into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2248,A faculty member reported witnessing new recruits subjected to humiliating hazing activities outside campus by seniors of a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2249,A student lodged a complaint about being made to undergo demeaning initiation rites causing discomfort to gain admission into a group.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2250,A faculty member reported witnessing new members forced to undergo degrading hazing activities near campus by a student organization.,"13.32 Involvement in hazing (even outside the jurisdiction of the University) which is an initiation rite used as a prerequisite for admission in a fraternity, sorority or organization by placing the applicant, recruit or neophyte, either by force or deception, in humiliating situations or subjecting him/her to psychological suffering or physical injury."
2251,I overheard a pair of students discussing sinister plans to harm another classmate because of personal conflicts involving relationships. Their talk involved tactics bordering on criminal plotting.,13.35 Serious threat on someone else’s life and/or property.
2252,"A peer student shared screenshots of alarming messages sent from another affiliate threatening self-harm unless outrageous demands were met, escalating risks of collateral harm.",13.35 Serious threat on someone else’s life and/or property.
2253,"A residence advisor reported hearing frightening calls through paper thin walls involving ruthlessly targeting associates by any means necessary, including physical assaults, raising disturbing safety issues.",13.35 Serious threat on someone else’s life and/or property.
2254,Student disability services received alarming written statements from a client fearing for their safety after confrontations where another affiliate verbally threatened lethal harm if interactions did not cease.,13.35 Serious threat on someone else’s life and/or property.
2255,Family members submitted troubling recordings and screenshots as evidence of a student menacingly vowing destructive acts against certain affiliates through social media and encrypted direct messages.,13.35 Serious threat on someone else’s life and/or property.
2256,Faculty within student services observed upsetting screencaptures publicly posted depicting targeting maps and “do not give a fuck” attitudes involving harming university figures with no discretion.,13.35 Serious threat on someone else’s life and/or property.
2257,Academic advisors were alerted by distraught students recounting creepy online exchanges where another affiliate obsessively threatened harm if feelings weren’t reciprocated escalating tangibly over time.,13.35 Serious threat on someone else’s life and/or property.
2258,Student conduct received frightening written reports and attached evidence depicting violent urges toward certain affiliates through unregulated online profiles using university logins.,13.35 Serious threat on someone else’s life and/or property.
2259,Counseling services obtained forwarded messages from a client fearing for their safety after another student lashed out in encrypted direct messages explicitly threatening targeted physical harm.,13.35 Serious threat on someone else’s life and/or property.
2260,A student witness submitted alarming evidence recovered of online conversations where a peer affiliate disturbingly threatened harm against members of certain identity groups on campus.,13.35 Serious threat on someone else’s life and/or property.
2261,Residence life obtained troubling written statements and attached digital documentation from nervous residents fearing for safety citing a housemate with a history of menacingly threatening harm and destruction against perceived enemies.,13.35 Serious threat on someone else’s life and/or property.
2262,A student worker forwarded to administration highly disturbing online posts utilizing university credentials where the affiliate brazenly threatened physical attacks on campus against named individuals.,13.35 Serious threat on someone else’s life and/or property.
2263,An observant faculty member reported frightening interactions where an advisee made aggressively threatening allusions to harming themselves and named individuals through alarming unregulated online conduct.,13.35 Serious threat on someone else’s life and/or property.
2264,"A staff member reported alarmingly troubling posted notes left on parked vehicles owned by certain campus figures containing violently worded, thinly-veiled threats of harm if demands were not met.",13.35 Serious threat on someone else’s life and/or property.
2265,A student peer submitted printed evidence obtained of encrypted direct message threads where another affiliate maliciously vowed harm through weapons and explosives against their own residence complex on campus.,13.35 Serious threat on someone else’s life and/or property.
2266,A student worker forwarded troubling online evidence obtained where a university affiliate brazenly vowed harm through weapons against named individuals across local education systems using their university credentials.,13.35 Serious threat on someone else’s life and/or property.
2267,Athletics conduct officers received frightening written reports recounting unsettling interactions where a student athlete aggressively threatened physical attacks on campus against identified teammates.,13.35 Serious threat on someone else’s life and/or property.
2268,Student disability advocates reported frightening screenshots and testimony recounting hair-raising online exchanges where an affiliate lashed out and menacingly threatened lethal force through social media.,13.35 Serious threat on someone else’s life and/or property.
2269,A university mentor came forward with printed evidence of sharply disturbing online behavior where a mentee brazenly threatened physical harm on campus through social media utilizing university credentials.,13.35 Serious threat on someone else’s life and/or property.
2270,Library staff reported frightening documentation of regulated online activity through platforms where a student affiliate disturbingly vowed harm through online stalking and in-person intimidation on identifiable students.,13.35 Serious threat on someone else’s life and/or property.
2271,Campus housing services received alarming written reports from nervous residents citing abusive behavior where a housemate with a history of aggression openly vowed harm against roommate associates through intercepted correspondence.,13.35 Serious threat on someone else’s life and/or property.
2272,Student organizations staff obtained troubling online evidence of vigilante threats through social media utilizing university logins where an affiliate menacingly vowed harm through targeted sabotage and violence.,13.35 Serious threat on someone else’s life and/or property.
2273,University administration was notified of printed social media documentation publicly recovered where an affiliate of registered groups openly boasted threats of harm through explosive devises on certain properties.,13.35 Serious threat on someone else’s life and/or property.
2274,"Counseling services obtained alarming written statements and corroborating online evidence, where an advisee recounted hair-raising threats from peers vowing harm through targeted violence if demands weren't met.",13.35 Serious threat on someone else’s life and/or property.
2275,Student disability advocates reported concerning evidence of explosive rage through social media messages utilizing university credentials where an affiliate vowed targeted harm through firearms against campus communities.,13.35 Serious threat on someone else’s life and/or property.
2276,Student conduct received highly disturbing reports citing interactions where an advisee proposed harm and threats of targeted violence through social media toward identifiable individuals on the basis of gender.,13.35 Serious threat on someone else’s life and/or property.
2277,Administration observers came forward with troubling evidence of unregulated online behavior through social media utilizing university credentials where an affiliate loudly threatened harm through explosive force against local businesses.,13.35 Serious threat on someone else’s life and/or property.
2278,Laboratory safety officers cited frightening sealed court evidence involving an affiliate boasting online threats of harm including targeted acid attacks on campus properties through unregulated channels.,13.35 Serious threat on someone else’s life and/or property.
2279,Student worker advocates cited alarming statements recounting hair-raising online exchanges where an advisee lashed out brazenly vowing harm on campus through worrisome explosive methods.,13.35 Serious threat on someone else’s life and/or property.
2280,Student conduct received highly troubling reports citing printed evidence of identifiably affiliated accounts through unregulated online channels where an affiliate loudly threatened harm through acts of arson at local schools.,13.35 Serious threat on someone else’s life and/or property.
2281,Residence life cited frightening records and sealed evidence involving a housing client with a history of aggression boasting threats of harm via mailing envelopes of white powder to peers online using university credentials.,13.35 Serious threat on someone else’s life and/or property.
2282,Student worker advocates reported alarming online documentation publicly recovered citing bleak threats of harm enacted through coordinated riots by vigilantes against certain nonconformist campus communities.,13.35 Serious threat on someone else’s life and/or property.
2283,Administration received concerning reports involving printed evidence publicly leaked through unregulated online channels where a university affiliate boasted violent threats of harm through mass violence on school properties.,13.35 Serious threat on someone else’s life and/or property.
2284,Library observers cited troubling evidence of online posts utilizing university credentials where an affiliate shouted threats to burn certain archives and mobilize militant campaigns through coordinated mayhem causing targeted harm.,13.35 Serious threat on someone else’s life and/or property.
2285,Faculty reported hair-raising online behavior through social media involving a university affiliate boasting public threats of harm including targeted assassinations of certain political candidates.,13.35 Serious threat on someone else’s life and/or property.
2286,Student nurses cited alarming evidence publicly recovering online behavior involving a university peer boasting threats through cowardly means to harm individuals through acts of biological and chemical warfare.,13.35 Serious threat on someone else’s life and/or property.
2287,Residential life cited documentation involving online behavior where an advisee boasted publicly about plans to harm others through targeted sniper attacks against residences near certain communities.,13.35 Serious threat on someone else’s life and/or property.
2288,Food service employees cited printed evidence recovered online involving a university affiliate loudly advertising bounties for harm including attempted murders of certain student groups.,13.35 Serious threat on someone else’s life and/or property.
2289,A TA reported sightings of public documentation through social media involving bleak threats of harm enacted through conspired mass casualty arson attacks against campus event areas.,13.35 Serious threat on someone else’s life and/or property.
2290,Campus safety received testimony and printed evidence involving an affiliate with a concerning history openly advertising online to harm local establishments through coordinated bombings.,13.35 Serious threat on someone else’s life and/or property.
2291,Student disability advocates cited highly disturbing evidence publicly recovered involving open threats of harm utilizing university credentials vowing to weaponize drones for organized attacks.,13.35 Serious threat on someone else’s life and/or property.
2292,University observers cited disturbing public posts through social media involving a registered affiliate loudly advertising for harm via coordinated acid bombings of certain campus communities.,13.35 Serious threat on someone else’s life and/or property.
2293,Housing services received alarming reports involving testimony and printed evidence publicly leaked demonstrating systematic plots of harm utilizing university logins coordinating violent riots.,13.35 Serious threat on someone else’s life and/or property.
2294,Student health officers cited troubling public online documentation involving an affiliate with a history of volatility loudly advertising to weaponize motor vehicles for harm enacting vehicular mayhem.,13.35 Serious threat on someone else’s life and/or property.
2295,Student journalists cited highly concerning public online evidence involving bleak threats of harm enacted by a university affiliate boasting to weaponize airborne means for attacks.,13.35 Serious threat on someone else’s life and/or property.
2296,Student conduct officers received highly alarming public online evidence involving a registered affiliate loudly advertising public threats of harm through targeted bombings of campus properties.,13.35 Serious threat on someone else’s life and/or property.
2297,Conduct administrators received concerning reports involving printed evidence publicly documenting systematic conspiracies of harm publicly advertised utilizing university logins coordinating organized shootings.,13.35 Serious threat on someone else’s life and/or property.
2298,Athletics directors received highly alarming testimony involving public posts through social media involving daft threats of harm coordinated through snipers advertised utilizing university credentials.,13.35 Serious threat on someone else’s life and/or property.
2299,Student housing received troubling evidence publicly involving outrageous threats of harm utilizing university networks boasting to coordinate car bombings of local businesses.,13.35 Serious threat on someone else’s life and/or property.
2300,University police received highly concerning online documentation publicly recovered involving bleak threats of harm enacted through public advertisements coordinating harm against identifiable campus communities.,13.35 Serious threat on someone else’s life and/or property.
2301,"While taking our final exam, I noticed the student sitting next to me texting on his phone under the desk for a large portion of the exam. He would hold it up against his notes like he was comparing answers.",14.1 Use of mobile phones during examinations.
2302,"During the midterm, I saw the person a few seats over discreetly answering calls and texts while referring to her notes. It seemed clear she was getting hints from someone.",14.1 Use of mobile phones during examinations.
2303,"While taking the chemistry quiz, the student nearby me was conspicuously texting and looking between his phone and paper for most of the test.",14.1 Use of mobile phones during examinations.
2304,"While sitting for the geography final, I observed the learner across from me surreptitiously messaging and cross-checking responses with notes a majority of the time.",14.1 Use of mobile phones during examinations.
2305,"During our history exam, the person beside me was noticeably texting under the table and flipping between device and paper constantly.",14.1 Use of mobile phones during examinations.
2306,"While taking the calculus quiz, the student on my right was blatantly texting back and forth with someone and checking answers using both.",14.1 Use of mobile phones during examinations.
2307,"While working on the psychology midterm, the learner behind me was covertly messaging and alternating glances at their paper and screen.",14.1 Use of mobile phones during examinations.
2308,"During the economics final, the student across the aisle was discernibly texting and alternating looks at their documents and phone screens.",14.1 Use of mobile phones during examinations.
2309,"During the literature quiz, the learner next to me was flagrantly answering calls and comparing answers aided by electronics.",14.1 Use of mobile phones during examinations.
2310,"While sitting for the physics exam, the fellow examinee beside me was apparently messaging and cross-verifying solutions between technologies and writings.",14.1 Use of mobile phones during examinations.
