Grievance/Complaint,Offense Tag(s)
I'm staff witness to a student provoking others to fight by shouting insults outside my office. I request disciplinary action for this policy violation.,12.1.12
"As an administrator, I'm submitting a complaint about a student trying to provoke a fight by insinuating threats. This act violated rules and requires discipline.",12.1.12
I'm a student filing a grievance about my classmate who kept insulting me trying to start a physical fight. I believe his provocation warrants disciplinary action.,12.1.12
"As faculty, I'm grievant about a student who provoked others to fight by shoving a classmate aggressively. This act violated policy and requires discipline.",12.1.12
I'm staff witness to a student trying to provoke a fight by shouting insults across campus. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student who yelled slurs trying to provoke others to fight. This act violated school policy.",12.1.12
I'm a student filing a grievance about my classmate provoking fights by insulting others' family members. I request disciplinary action for this violation.,12.1.12
"As faculty, I'm reporting a student who tried starting a fight by shoving their classmate aggressively. This provocation violated rules and requires discipline.",12.1.12
I'm staff grievant about a student shouting insults trying to provoke campus fights outside my building. I request disciplinary action for this violation of policy.,12.1.12
"As an administrator, I'm submitting an official complaint about a student trying to provoke fights by yelling slurs on campus. This act violated school rules.",12.1.12
I'm a student filing a grievance about my classmate provoking fights by insulting people's significant others. I believe his actions warrant discipline.,12.1.12
"As faculty, I'm grievant about a student trying to start a fight by shoving their peer aggressively. This provocation violated policy and requires discipline.",12.1.12
I'm staff witness to a student provoking campus fights by shouting insults from their dorm window. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student provoking fights by insinuating threats on social media. This act violated school policy and requires discipline.",12.1.12
I'm a student filing a grievance about my classmate trying to start fights by insulting others' family online. I request disciplinary action for this provocation.,12.1.12
"As faculty, I'm reporting a student who tried provoking a fight by shoving their peer aggressively after class. This act violated policy and requires discipline.",12.1.12
I'm staff grievant about a student provoking campus fights by yelling insults around residence halls. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student trying to provoke fights by making threatening remarks online. This act violated school policy.",12.1.12
I'm a student filing a grievance about my classmate who kept insulting me personally trying to start a fistfight. I believe his provocation warrants disciplinary action.,12.1.12
"As faculty, I'm grievant about a student provoking fights by shoving classmates aggressively after lectures. This act violated policy and requires discipline.",12.1.12
I'm staff witness to a student trying to provoke campus fights by shouting slurs from their window. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student yelling insults trying to provoke others into fights around campus. This act violated school policy.",12.1.12
I'm a student filing a grievance about my classmate provoking me to fight by insulting my friends and family. I request disciplinary action for this provocation.,12.1.12
"As faculty, I'm reporting a student who tried starting a fight by aggressively shoving their classmate before lecture. This provocation violated policy and requires discipline.",12.1.12
I'm staff grievant about a student provoking campus fights by shouting insults within residence halls. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student trying to provoke fights by making threatening social media posts. This act violated school policy.",12.1.12
I'm a student filing a grievance about my classmate provoking me to fight by insulting my significant other. I believe his actions warrant disciplinary intervention.,12.1.12
"As faculty, I'm reporting a student who tried starting a fistfight by aggressively shoving their peer after class. This provocation violated policy and requires discipline.",12.1.12
I'm staff witness to a student provoking fights by yelling slurs around campus residences. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student trying to provoke campus fights by making threatening remarks. This act violated school policy.",12.1.12
I'm a student filing a grievance about my classmate provoking fights by directing insults at others' loved ones. I request disciplinary action for this violation.,12.1.12
"As faculty, I'm grievant about a student who tried starting a fistfight by shoving their peer aggressively before class. This provocation violated policy and requires discipline.",12.1.12
I'm staff witness to a student provoking fights by yelling offensive insults around campus grounds. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student trying to provoke campus fights by insinuating threats online. This act violated school policy.",12.1.12
I'm a student filing a grievance about my classmate provoking me to fight by directing insults at my loved ones. I request disciplinary intervention for this violation.,12.1.12
"As faculty, I'm grievant about a student who tried starting a physical fight by shoving a classmate forcefully before lecture. This provocation violated policy and requires discipline.",12.1.12
I'm staff witness to a student provoking others by shouting offensive insults around campus grounds. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student trying to provoke fights by making threatening posts online. This act violated school policy and warrants discipline.",12.1.12
I'm a student filing a grievance about my classmate provoking me to fight by insulting my loved ones both online and in-person. I request disciplinary action for this violation.,12.1.12
"As faculty, I'm reporting a student who tried starting a fight by shoving their classmate forcefully before class. This provocation violated policy and requires discipline.",12.1.12
I'm staff witness to a student yelling offensive insults trying to provoke campus fights around grounds. I request disciplinary action for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student provoking fights by making threatening social media posts. This act violated school policy and warrants discipline.",12.1.12
I'm a student filing a grievance about my classmate trying to provoke me to fight by directing cruel insults at loved ones. I believe his actions warrant disciplinary action.,12.1.12
"As faculty, I'm grievant about a student who tried starting a fistfight by aggressively shoving their classmate before lecture. This provocation violated policy and requires discipline.",12.1.12
I'm staff witness to a student provoking campus fights by shouting offensive insults around grounds. I request disciplinary intervention for this violation of rules.,12.1.12
"As an administrator, I'm submitting an official complaint about a student trying to provoke physical fights by making threatening remarks online. This act violated school policy and warrants discipline.",12.1.12
I'm a student filing a grievance about my classmate provoking me to fight by directing cruel insults at my loved ones both online and in-person. I request disciplinary action for this violation.,12.1.12
"As faculty, I'm reporting a student who tried starting a fistfight by shoving their peer forcefully after class yesterday. This provocation violated policy and requires discipline.",12.1.12
I'm a student filing a complaint about classmates kissing intensely in the study lounge. I believe PDA like this should face disciplinary action.,12.1.13
"As faculty, I'm grievant about students cuddling romantically in the back of my classroom during lectures. This PDA violates school rules.",12.1.13
I'm staff witness to a couple passionately embracing in the hallway outside my office. I request disciplinary action for this inappropriate PDA.,12.1.13
"As an administrator, I'm submitting a complaint about a couple laying together intimately out on the quad. This public act violates policy on appropriate PDA.",12.1.13
I'm a student filing a grievance about classmates excessively kissing and touching each other inappropriately in public campus areas. I believe this PDA warrants discipline.,12.1.13
"As faculty, I'm reporting students cuddling and stroking each other amorously during class lectures. This disruptive PDA violated policy.",12.1.13
I'm staff grievant about couples passionately embracing near my office entrance. I request disciplinary action for this inappropriate public display of affection.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together and kissing near the quad. This act violates rules on appropriate PDA.",12.1.13
I'm a student filing a grievance about classmates sitting on each other's laps and kissing on campus grounds. I believe this PDA warrants disciplinary intervention.,12.1.13
"As faculty, I'm reporting students kissing and stroking each other inappropriately instead of paying attention during my lectures. This disruptive PDA violated policy.",12.1.13
I'm staff witness to public groping and intimate kissing by couples around campus that constitutes excessive PDA. I request disciplinary action for this violation of rules.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together caressing each other openly near the quad. This act violated policy on appropriate public displays of affection.",12.1.13
I'm a student filing a grievance about classmates kissing excessively while seated in each other's laps out on the lawn. I believe this PDA warrants disciplinary action.,12.1.13
"As faculty, I'm grievant about students stroking each other fondly instead of paying attention during lectures. This disruptive PDA violated school rules.",12.1.13
I'm staff witness to couples groping each other inappropriately near building entrances. I request disciplinary action for this violation of public display rules.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together caressing openly out on the quad. This act violated policy on appropriate PDA.",12.1.13
I'm a student filing a grievance about classmates engaging in excessive public intimacy like groping and stroking each other in campus areas. I request disciplinary action for this inappropriate PDA.,12.1.13
"As faculty, I'm reporting students kissing and fondling each other instead of paying attention during class lectures. This disruptive PDA violated school rules.",12.1.13
I'm staff grievant about couples openly groping each other near my office entrance. I request disciplinary action for this inappropriate public display of affection.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together kissing and stroking each other near the quad. This act violated policy on appropriate PDA.",12.1.13
I'm a student filing a grievance about classmates engaging in inappropriate PDA like kissing intimately in study lounges on campus. I believe this warrants discipline.,12.1.13
"As faculty, I'm reporting students cuddling romantically instead of paying attention during class lectures. This disruptive PDA violated policy.",12.1.13
I'm staff witness to couples passionately kissing and embracing near building access points. I request disciplinary action for this inappropriate public display of affection.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together caressing each other openly out on the quad. This act violated rules on appropriate public displays of affection.",12.1.13
I'm a student filing a grievance about classmates engaging in groping and stroking publicly on campus grounds. I request disciplinary action for this inappropriate PDA.,12.1.13
"As faculty, I'm grievant about students kissing each other instead of paying attention during my lectures. This disruptive PDA violated school policy.",12.1.13
I'm staff witness to excessive public displays of affection like intimate fondling around campus entrance areas. I request disciplinary action for this violation of rules.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together kissing openly out on the quad area. This act violated policy on appropriate PDA.",12.1.13
I'm a student filing a grievance about classmates engaging in inappropriate public intimacy like groping and stroking each other on campus grounds. I believe this PDA warrants discipline.,12.1.13
"As faculty, I'm reporting students kissing and cuddling amorously instead of paying attention during class lectures. This disruptive PDA violated school policy.",12.1.13
I'm staff grievant about excessive public intimacy occurring near my office entrance area. I request disciplinary action for this inappropriate display of affection violating rules.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together stroking each other openly out on the quad. This act violated policy on appropriate PDA.",12.1.13
I'm a student filing a grievance about classmates engaging in groping publicly in campus lounges. I request disciplinary intervention for this inappropriate PDA.,12.1.13
"As faculty, I'm grievant about students cuddling each other amorously during lectures instead of paying attention. This disruptive PDA violated school rules.",12.1.13
I'm staff witness to students publicly kissing passionately near campus building entryways. I request disciplinary action for this inappropriate public display of affection.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together fondling each other openly out on the quad. This act violated policy on appropriate public displays of affection.",12.1.13
I'm a student filing a grievance about classmates engaging in inappropriate public intimacy like making out on benches and lawns. I request disciplinary action for this excessive PDA.,12.1.13
"As faculty, I'm reporting students kissing each other instead of paying attention during my class lectures. This disruptive PDA violated school policy.",12.1.13
I'm staff grievant about students publicly groping by building access points. I request disciplinary action for this inappropriate public display of affection violating rules.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together fondling each other intimately out on the quad. This act violated policy on appropriate PDA.",12.1.13
I'm a student filing a grievance about classmates engaging in inappropriate public intimacy like groping each other on campus grounds. I believe this PDA warrants discipline.,12.1.13
"As faculty, I'm reporting students kissing and stroking each other instead of paying attention during lectures. This disruptive PDA violated policy and requires discipline.",12.1.13
I'm staff witness to excessive public intimacy occurring near building entryways on campus. I request disciplinary action for this inappropriate display of affection violating rules.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together kissing openly near the campus quad area. This act violated policy on appropriate public displays of affection.",12.1.13
I'm a student filing a grievance about classmates engaging in inappropriate PDA like intimate kissing and groping publicly in study areas. I request disciplinary intervention for this excessive display of public affection.,12.1.13
"As faculty, I'm grievant about students cuddling amorously instead of paying attention during my lectures. This disruptive PDA violated school policy and requires discipline.",12.1.13
I'm staff witness to students publicly kissing and groping near building access points on campus. I request disciplinary action for this inappropriate display of affection violating rules.,12.1.13
"As an administrator, I'm submitting an official complaint about a couple laying together intimately stroking each other out on the quad. This act violated policy on appropriate public displays of affection and warrants discipline.",12.1.13
I'm a student filing a grievance about classmates engaging in inappropriate public intimacy like kissing and groping each other in campus lounges. I believe this excessive PDA warrants disciplinary action.,12.1.13
"As faculty, I'm reporting students kissing each other instead of paying attention during class lectures yesterday. This disruptive PDA violated policy and requires discipline.",12.1.13
I'm staff witness to a student skipping the fire safety seminar without excuse. I request disciplinary action for this unexcused absence from a required program.,12.1.14
"As an administrator, I'm submitting a complaint about a student failing to attend the mandatory Title IX training without valid reason. Their unexcused absence from this required program violated policy.",12.1.14
I'm a student filing a grievance about my classmate missing freshman orientation activities without excuse. I believe disciplinary action should occur for this failure to attend required programming.,12.1.14
"As faculty, I'm reporting a student skipped the critical thinking skills workshop without valid reason. Their unexcused absence from this mandatory event violated policy.",12.1.14
I'm staff grievant about a student failing to attend the mandatory ethics seminar without excuse. I request disciplinary action for this unexcused absence from a required university program.,12.1.14
"As an administrator, I'm submitting an official complaint about a student missing the compulsory drug and alcohol education session without valid reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to report my classmate failed to attend the required career fair preparatory workshop without excuse. I request disciplinary action for this rules violation.,12.1.14
"As faculty, I'm grievant about a student skipping the mandatory plagiarism seminar without valid reason. Their unexcused absence from this required program violated policy.",12.1.14
I'm staff witness to a student failing to attend the compulsory sexual consent training without excuse. I request disciplinary action for this unexcused absence from a required university program.,12.1.14
"As an administrator, I'm filing an official complaint about a student missing the mandatory suicide prevention seminar without reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to report my classmate failed to attend our mandatory floor meeting in the dorms without excuse. I believe disciplinary action should occur for this rules violation.,12.1.14
"As faculty, I'm grievant about a student skipping the required academic integrity workshop without valid reason. Their unexcused absence from this mandatory event violated policy.",12.1.14
I'm staff witness to a student failing to attend the compulsory fire safety training without excuse. I request disciplinary action for this unexcused absence from a required program.,12.1.14
"As an administrator, I'm submitting an official complaint about a student missing freshman orientation activities without valid reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to file a grievance about my classmate failing to attend the mandatory anti-hazing workshop without excuse. I request disciplinary intervention for this rules violation.,12.1.14
"As faculty, I'm reporting a student skipped the required critical thinking skills seminar without valid reason. Their unexcused absence from this mandatory event violated policy.",12.1.14
I'm staff grievant about a student failing to attend the compulsory ethics training without excuse. I request disciplinary action for this unexcused absence from a required university program.,12.1.14
"As an administrator, I'm submitting an official complaint about a student missing the mandatory drug and alcohol education workshop without reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to report my classmate failed to attend the required Title IX training without excuse. I believe disciplinary action should occur for this rules violation.,12.1.14
"As faculty, I'm grievant about a student skipping the mandatory career fair preparatory session without valid reason. Their unexcused absence from this required event violated policy.",12.1.14
I'm staff witness to a student failing to attend the compulsory sexual consent seminar without excuse. I request disciplinary action for this unexcused absence from a required university program.,12.1.14
"As an administrator, I'm filing an official complaint about a student missing the mandatory suicide prevention workshop without reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to report my classmate failed to attend our required dorm floor meeting without excuse. I request disciplinary intervention for this rules violation.,12.1.14
"As faculty, I'm grievant about a student skipping the mandatory plagiarism seminar without valid reason. Their unexcused absence from this required program violated policy.",12.1.14
I'm staff witness to a student failing to attend the required fire safety training without excuse. I request disciplinary action for this unexcused absence violating rules.,12.1.14
"As an administrator, I'm submitting an official complaint about a student missing freshman orientation programming without valid reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to file a grievance about my classmate failing to attend the compulsory anti-hazing seminar without excuse. I believe disciplinary action should occur for this rules violation.,12.1.14
"As faculty, I'm reporting a student skipped the mandatory academic integrity workshop without valid reason. Their unexcused absence from this required event violated policy.",12.1.14
I'm staff grievant about a student failing to attend the required Title IX training without excuse. I request disciplinary intervention for this unexcused absence from a mandatory university program.,12.1.14
"As an administrator, I'm submitting an official complaint about a student missing the compulsory drug and alcohol education session without reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to report my classmate failed to attend the mandatory career fair workshop without excuse. I request disciplinary action for this rules violation.,12.1.14
"As faculty, I'm grievant about a student skipping the required critical thinking skills seminar without valid reason. Their unexcused absence from this mandatory event violated policy.",12.1.14
I'm staff witness to a student failing to attend the compulsory sexual consent training without excuse. I request disciplinary intervention for this unexcused absence violating rules.,12.1.14
"As an administrator, I'm filing an official complaint about a student missing the mandatory suicide prevention seminar without reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to file a grievance about my classmate failing to attend our required dorm floor meeting without excuse. I believe disciplinary action should occur for this rules violation.,12.1.14
"As faculty, I'm grievant about a student skipping the mandatory ethics workshop without valid reason. Their unexcused absence from this required program violated policy.",12.1.14
I'm staff witness to a student failing to attend the required fire safety seminar without excuse. I request disciplinary intervention for this unexcused absence violating rules.,12.1.14
"As an administrator, I'm submitting an official complaint about a student missing freshman orientation activities without valid reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to report my classmate failed to attend the compulsory anti-hazing seminar without excuse. I request disciplinary action for this rules violation.,12.1.14
"As faculty, I'm reporting a student skipped the mandatory academic integrity training without valid reason. Their unexcused absence from this required event violated policy.",12.1.14
I'm staff grievant about a student failing to attend the required plagiarism seminar without excuse. I request disciplinary intervention for this unexcused absence from a mandatory university program.,12.1.14
"As an administrator, I'm submitting an official complaint about a student missing the compulsory Title IX session without reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to file a grievance about my classmate failing to attend the mandatory career fair workshop without excuse. I believe disciplinary action should occur for this rules violation.,12.1.14
"As faculty, I'm grievant about a student skipping the required ethics training without valid reason. Their unexcused absence from this mandatory program violated policy.",12.1.14
I'm staff witness to a student failing to attend the compulsory sexual consent seminar without excuse. I request disciplinary intervention for this unexcused absence violating rules.,12.1.14
"As an administrator, I'm filing an official complaint about a student missing the mandatory suicide prevention workshop without reason. Their unexcused absence violated policy.",12.1.14
I'm a student wishing to report my classmate failed to attend our required dorm floor meeting without excuse. I request disciplinary action for this rules violation.,12.1.14
"As faculty, I'm reporting a student skipped the mandatory fire safety seminar without valid reason yesterday. Their unexcused absence from this required event violated policy.",12.1.14
I'm staff grievant about a student failing to attend the compulsory plagiarism seminar without excuse. I request disciplinary intervention for this unexcused absence violating rules.,12.1.14
"As an administrator, I'm submitting an official complaint about a student missing freshman orientation activities without valid reason. Their unexcused absence violated policy and warrants discipline.",12.1.14
"I'm staff witness to a student with over 5 minor offenses this term for tardiness, dress code violations, and disruptive behavior. I request disciplinary action for this repeated misconduct violating policy.",13.1
"As an administrator, I'm submitting a complaint about a student who has accumulated over 4 minor offenses this semester for smoking, noise disturbances, and cutting class. This repeated misconduct violated policy.",13.1
"I'm a student filing a grievance about my classmate who has over 3 minor offenses for tardiness, dress code, and cell phone use in class. I believe disciplinary action should occur for this repeated misconduct.",13.1
"As faculty, I'm reporting a student with over 5 minor offenses this semester for tardiness, dress code, and disruptive behavior. This repeated misconduct violated policy.",13.1
"I'm staff grievant about a student who has accumulated over 4 minor offenses for smoking, noise disturbances, and inappropriate computer use. I request disciplinary action for this repeated misconduct.",13.1
"As an administrator, I'm submitting an official complaint about a student with over 6 minor offenses this term for violations of tardiness, dress code, and computer use policies. This repeated misconduct violated school rules.",13.1
"I'm a student wishing to report my classmate who has accumulated over 5 minor offenses for tardiness, dress code, and disruptive behavior. I request disciplinary action for this repeated misconduct.",13.1
"As faculty, I'm grievant about a student who has accumulated over 4 minor offenses this semester for noise disturbances, inappropriate computer use, and cell phone violations. This repeated misconduct violated policy.",13.1
"I'm staff witness to a student with over 5 minor offenses for dress code, noise disturbances, and cell phone misuse. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm filing an official complaint about a student with over 6 minor offenses this term for tardiness, dress code, and computer use violations. This repeated misconduct violated policy.",13.1
"I'm a student wishing to report my classmate who has over 4 minor offenses this semester for smoking, disruptive behavior, and cell phone use. I believe disciplinary action should occur for this repeated misconduct.",13.1
"As faculty, I'm grievant about a student who has accumulated over 5 minor offenses for dress code, disruptive behavior, and cell phone violations. This repeated misconduct violated policy.",13.1
"I'm staff witness to a student with over 6 minor offenses this term for tardiness, smoking, and computer use violations. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm submitting an official complaint about a student who has accumulated over 5 minor offenses for smoking, disruptive behavior, and dress code violations. This repeated misconduct violated policy.",13.1
"I'm a student wishing to file a grievance about my classmate who has over 4 minor offenses for noise disturbances, cell phone use, and dress code violations. I request disciplinary action for this repeated misconduct.",13.1
"As faculty, I'm reporting a student with over 6 minor offenses this semester for tardiness, smoking, and cell phone use. This repeated misconduct violated policy.",13.1
"I'm staff grievant about a student who has accumulated over 5 minor offenses for disruptive behavior, dress code, and cell phone violations. I request disciplinary action for this repeated misconduct.",13.1
"As an administrator, I'm submitting an official complaint about a student with over 4 minor offenses this term for computer use, noise disturbances, and dress code violations. This repeated misconduct violated school rules.",13.1
"I'm a student wishing to report my classmate who has over 5 minor offenses for smoking, cell phone use, and disruptive behavior. I believe disciplinary action should occur for this repeated misconduct.",13.1
"As faculty, I'm grievant about a student who has accumulated over 6 minor offenses this semester for tardiness, computer use, and dress code violations. This repeated misconduct violated policy.",13.1
"I'm staff witness to a student with over 4 minor offenses for disruptive behavior, smoking, and cell phone violations. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm submitting an official complaint about a student who has over 5 minor offenses this term for dress code, computer use, and smoking violations. This repeated misconduct violated policy.",13.1
"I'm a student wishing to report my classmate who has accumulated over 4 minor offenses for noise disturbances, disruptive behavior, and smoking. I request disciplinary action for this repeated misconduct.",13.1
"As faculty, I'm grievant about a student who has over 6 minor offenses this semester for dress code, cell phone use, and computer violations. This repeated misconduct violated policy.",13.1
"I'm staff witness to a student with over 5 minor offenses for smoking, disruptive behavior, and tardiness. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm filing an official complaint about a student who has accumulated over 4 minor offenses this term for tardiness, dress code, and disruptive behavior. This repeated misconduct violated policy.",13.1
"I'm a student wishing to file a grievance about my classmate who has over 6 minor offenses for computer use, smoking, and cell phone violations. I believe disciplinary action should occur for this repeated misconduct.",13.1
"As faculty, I'm reporting a student who has over 5 minor offenses this semester for disruptive behavior, smoking, and cell phone use. This repeated misconduct violated policy.",13.1
"I'm staff grievant about a student with over 4 minor offenses for noise disturbances, disruptive behavior, and dress code violations. I request disciplinary action for this repeated misconduct.",13.1
"As an administrator, I'm submitting an official complaint about a student who has accumulated over 5 minor offenses this term for cell phone use, computer use, and tardiness. This repeated misconduct violated policy.",13.1
"I'm a student wishing to report my classmate who has over 6 minor offenses for dress code, disruptive behavior, and smoking. I request disciplinary action for this repeated misconduct.",13.1
"As faculty, I'm grievant about a student who has over 4 minor offenses this semester for smoking, cell phone use, and noise disturbances. This repeated misconduct violated policy.",13.1
"I'm staff witness to a student with over 5 minor offenses for computer use, smoking, and dress code violations. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm submitting an official complaint about a student who has accumulated over 6 minor offenses this term for disruptive behavior, tardiness, and smoking. This repeated misconduct violated policy.",13.1
"I'm a student wishing to file a grievance about my classmate who has over 5 minor offenses for cell phone use, disruptive behavior, and dress code violations. I believe disciplinary action should occur for this repeated misconduct.",13.1
"As faculty, I'm reporting a student who has over 4 minor offenses this semester for noise disturbances, smoking, and computer use. This repeated misconduct violated policy.",13.1
"I'm staff grievant about a student with over 6 minor offenses for tardiness, dress code, and cell phone violations. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm submitting an official complaint about a student who has accumulated over 5 minor offenses this term for disruptive behavior, smoking, and noise disturbances. This repeated misconduct violated policy.",13.1
"I'm a student wishing to report my classmate who has over 4 minor offenses for computer use, cell phone use, and dress code violations. I request disciplinary action for this repeated misconduct.",13.1
"As faculty, I'm grievant about a student who has over 5 minor offenses this semester for smoking, noise disturbances, and disruptive behavior. This repeated misconduct violated policy.",13.1
"I'm staff witness to a student with over 6 minor offenses for cell phone use, computer use, and tardiness. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm submitting an official complaint about a student who has accumulated over 4 minor offenses this term for smoking, disruptive behavior, and dress code violations. This repeated misconduct violated policy.",13.1
"I'm a student wishing to file a grievance about my classmate who has over 5 minor offenses for tardiness, computer use, and cell phone use. I believe disciplinary action should occur for this repeated misconduct.",13.1
"As faculty, I'm reporting a student who has over 6 minor offenses this semester for dress code, smoking, and disruptive behavior. This repeated misconduct violated policy.",13.1
"I'm staff grievant about a student with over 4 minor offenses for cell phone use, noise disturbances, and dress code violations. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm submitting an official complaint about a student who has accumulated over 5 minor offenses this term for smoking, cell phone use, and computer use. This repeated misconduct violated policy.",13.1
"I'm a student wishing to report my classmate who has over 6 minor offenses for tardiness, disruptive behavior, and dress code violations. I request disciplinary action for this repeated misconduct.",13.1
"As faculty, I'm grievant about a student who has over 4 minor offenses this semester for disruptive behavior, dress code, and noise disturbances. This repeated misconduct violated policy.",13.1
"I'm staff witness to a student with over 5 minor offenses for dress code, cell phone use, and computer use. I request disciplinary action for this repeated misconduct violating rules.",13.1
"As an administrator, I'm submitting an official complaint about a student who has accumulated over 4 minor offenses this term for dress code, smoking, and cell phone violations. This repeated misconduct violated policy.",13.1
I'm staff witness to a student refusing to show his ID when asked. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm submitting a complaint about a student failing to comply with the directive to turn down loud music. This refusal to obey a legal order violated policy.",13.2
I'm a student filing a grievance about my classmate refusing to identify himself when asked by campus security. I believe disciplinary action should occur for this refusal.,13.2
"As faculty, I'm reporting a student refused to turn in their phone or leave when I asked them to during an exam. This refusal to obey a lawful order violated policy.",13.2
I'm staff grievant about a student refusing to show his ID upon request at building entrance. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm submitting an official complaint about a student refusing to comply when asked repeatedly to stop distributing flyers. This refusal to obey a lawful order violated policy.",13.2
I'm a student wishing to report my classmate refused to identify himself when asked by campus authorities. I request disciplinary action for this refusal violating school rules.,13.2
"As faculty, I'm grievant about a student refusing to hand over their phone or leave when I asked them to during an exam. This refusal to obey a legal order violated policy.",13.2
I'm staff witness to a student refusing to show campus security his ID when it was requested. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm filing an official complaint about a student refusing to turn down music when directed to do so repeatedly. This refusal to obey a legal order violated policy.",13.2
I'm a student wishing to report my classmate refused to identify himself when asked by campus authorities. I believe disciplinary action should occur for this refusal violating policy.,13.2
"As faculty, I'm grievant about a student refusing to comply when I asked them repeatedly to stop texting during a lecture. This refusal to obey a lawful order violated rules.",13.2
I'm staff witness to a student refusing to show his ID to security when asked. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm submitting an official complaint about a student refusing to stop distributing promotional flyers when directed to do so. This refusal violated policy.",13.2
I'm a student wishing to file a grievance about my classmate refusing to identify himself when asked by campus security. I request disciplinary action for this refusal violating school policy.,13.2
"As faculty, I'm reporting a student refused to comply when I asked them repeatedly to stop using their phone during an exam. This refusal to obey a lawful order violated rules.",13.2
I'm staff grievant about a student refusing to show ID when asked upon building entry. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm submitting an official complaint about a student refusing to turn down music when asked by residence staff. This refusal to obey a legal order violated policy.",13.2
I'm a student wishing to report my classmate refused to identify himself when requested by campus security. I believe disciplinary action should occur for this refusal violating policy.,13.2
"As faculty, I'm grievant about a student refusing to stop texting during lecture when asked repeatedly. This refusal to obey a legal order violated rules.",13.2
I'm staff witness to a student refusing to show his ID to campus security upon request. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm submitting an official complaint about a student refusing to stop distributing promotional materials when asked. This refusal violated policy.",13.2
I'm a student wishing to file a grievance about my classmate refusing to identify himself when asked by authorities. I request disciplinary action for this refusal violating school policy.,13.2
"As faculty, I'm reporting a student refused to hand over their phone or leave when directed during an exam. This refusal to obey a lawful order violated rules.",13.2
I'm staff grievant about a student refusing to show his ID to security upon entrance request. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm filing an official complaint about a student refusing to lower music volume when directed repeatedly. This refusal to obey a legal order violated policy.",13.2
I'm a student wishing to file a grievance about my classmate refusing to identify himself when requested by authorities. I believe disciplinary action should occur for this refusal violating policy.,13.2
"As faculty, I'm grievant about a student refusing to comply when I asked repeatedly to stop phone use during lecture. This refusal to obey a lawful order violated policy.",13.2
I'm staff witness to a student refusing to show ID to campus security when asked. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm submitting an official complaint about a student refusing to stop flyer distribution when directed repeatedly. This refusal violated policy.",13.2
